merchant,category,job,age,state,city,amt,is_fraud
Corwin-Gorczany,misc_net,Building surveyor,88,AZ,Paradise Valley,5.86,0
Wuckert-Goldne,home,Product/process development scientist,50,WY,Lagrange,5.21,0
"Hahn, Bahringer and McLaughlin",personal_care,Naval architect,56,NM,High Rolls Mountain Park,59.37,0
Swift PLC,kids_pets,Occupational hygienist,63,MO,Saint Louis,168.75,0
Zulauf LLC,personal_care,"Nurse, children's",43,NE,North Loup,56.36,0
Hackett Group,travel,Contractor,42,AZ,Phoenix,6.92,0
Ortiz Group,grocery_net,Music therapist,39,WY,Rock Springs,47.82,0
"Goyette, Howell and Collie",shopping_pos,"Pilot, airline",35,WY,Laramie,48.36,0
Prosacco LLC,personal_care,Web designer,40,CA,Smith River,19.52,0
Parisian and Sons,gas_transport,"Engineer, communications",22,MO,Ballwin,48.43,0
Bogisich-Weimann,kids_pets,Production manager,66,ID,Spirit Lake,99.31,0
"Prosacco, Kreiger and Kovacek",home,Magazine features editor,44,CA,Sacramento,27.34,0
"Crist, Jakubowski and Littel",home,Architectural technologist,62,NM,Llano,5.1,0
"Zieme, Bode and Dooley",gas_transport,Science writer,68,CA,San Jose,55.79,0
Kutch LLC,gas_transport,Public relations account executive,84,CO,Meredith,54.08,0
"Schultz, Simonis and Little",grocery_pos,Health physicist,52,CA,Newhall,206.57,0
Heidenreich PLC,grocery_pos,Firefighter,50,CA,Norwalk,60.98,0
Kuvalis Lt,gas_transport,Electronics engineer,34,MO,Centerview,22.65,0
Fisher-Schowalte,shopping_net,Contractor,42,AZ,Phoenix,76.92,0
Larson-Moen,entertainment,"Geologist, engineering",66,AZ,Parks,30.12,0
Rau-Robel,kids_pets,Counselling psychologist,23,AZ,Phoenix,16.93,0
Simonis-Prohask,misc_pos,Research scientist (physical sciences),42,WY,Lonetree,35.16,0
Dietrich-Fadel,health_fitness,Clothing/textile technologist,24,WA,Tekoa,26.03,0
Kulas Group,health_fitness,Freight forwarder,47,WY,Fort Washakie,78.55,0
Padberg-Saue,home,Network engineer,67,CO,Kirk,91.74,0
"Nitzsche, Kessler and Wol",shopping_pos,"Designer, exhibition/display",51,CA,Sun City,25.12,0
Koss and Sons,gas_transport,Materials engineer,81,WY,Yellowstone National Park,48.5,0
Leffler-Goldne,personal_care,Podiatrist,51,CA,Lakeport,173.06,0
Bahringer-Streich,food_dining,"Engineer, production",30,MO,Independence,49.18,0
Gleason and Sons,kids_pets,"Radiographer, diagnostic",61,MO,Syracuse,187.67,0
Swift PLC,kids_pets,Occupational psychologist,69,CA,Tomales,10.54,0
Bartoletti-Wunsch,gas_transport,"Therapist, art",35,NM,Moriarty,53.24,0
"Daugherty, Pouros and Beahan",shopping_pos,Web designer,40,CA,Smith River,2.37,0
Jast-McDermott,shopping_pos,Health physicist,52,CA,Newhall,101.68,0
Barrows PLC,shopping_pos,"Geologist, engineering",66,AZ,Parks,402.34,0
Erdman-Durgan,health_fitness,"Administrator, local government",50,WY,Alva,75.86,0
"Lubowitz, Terry and Stracke",personal_care,Airline pilot,38,CA,Napa,58.27,0
Kuhn LLC,shopping_pos,Museum/gallery exhibitions officer,31,CO,Colorado Springs,3.83,0
"Turcotte, McKenzie and Koss",entertainment,Educational psychologist,42,WY,Manville,354.02,0
Stark-Koss,home,"Engineer, production",30,MO,Independence,117.98,0
Crooks and Sons,personal_care,Exercise physiologist,94,MO,Clarksville,49.49,0
"Nitzsche, Kessler and Wol",shopping_pos,Cartographer,57,ID,Mesa,9.25,0
"Bernhard, Grant and Langworth",shopping_pos,"Engineer, building services",60,OR,Portland,9.7,0
Vandervort-Funk,grocery_pos,Osteopath,39,WA,Issaquah,228.72,0
Barrows PLC,shopping_pos,"Therapist, art",35,NM,Moriarty,2.3,0
Adams-Barrows,health_fitness,Firefighter,50,CA,Norwalk,32.8,0
Pagac LLC,shopping_pos,"Surveyor, minerals",36,UT,Thompson,93.61,0
Johns-Hoege,entertainment,Dealer,47,OR,Athena,82.49,0
Reichel LLC,personal_care,Chief Marketing Officer,80,WA,Colton,39.59,0
Gerhold LLC,home,Occupational psychologist,69,CA,Tomales,31.06,0
"Bahringer, Osinski and Block",food_dining,Educational psychologist,42,WY,Manville,32.45,0
"Kovacek, Dibbert and Ondrick",grocery_pos,"Therapist, occupational",72,CA,Carlotta,201.03,0
"Hyatt, Russel and Gleichne",health_fitness,"Therapist, art",35,NM,Moriarty,98.15,0
Terry-Huel,shopping_net,"Surveyor, land/geomatics",35,NM,Red River,1.86,0
Corwin-Collins,gas_transport,Product/process development scientist,50,WY,Lagrange,42.82,0
"Brown, Homenick and Lesch",health_fitness,"Scientist, research (maths)",32,HI,Paauilo,39.24,0
Medhurst PLC,shopping_net,Network engineer,78,NE,Valentine,1.1,0
"Bahringer, Osinski and Block",food_dining,Land/geomatics surveyor,38,MO,Arnold,21.3,0
Little Lt,kids_pets,"Pilot, airline",35,WY,Laramie,118.65,0
"Romaguera, Cruickshank and Greenholt",shopping_net,Public librarian,49,WY,Jelm,25.24,0
Parisian and Sons,gas_transport,Investment analyst,49,MO,Redford,46.06,0
"Mosciski, Gislason and Mertz",grocery_pos,Podiatrist,51,CA,Lakeport,255.02,0
Koepp-Parke,grocery_pos,Public librarian,49,WY,Jelm,77.0,0
"Romaguera, Wehner and Tromp",kids_pets,"Engineer, production",30,MO,Independence,75.67,0
Morissette PLC,shopping_pos,Musician,41,WA,Burbank,179.12,0
Schulist Lt,food_dining,"Solicitor, Scotland",49,NE,Ravenna,64.22,0
Ledner-Pfannerstill,gas_transport,"Engineer, automotive",49,NE,Hooper,64.32,0
Pacocha-Weissnat,kids_pets,Retail merchandiser,95,OR,Sixes,86.47,0
Kihn-Schuste,food_dining,Advertising account planner,41,CA,Glendale,6.18,0
"Nienow, Ankunding and Collie",misc_pos,Early years teacher,50,CA,Helm,35.81,0
"Nienow, Ankunding and Collie",misc_pos,Advertising account planner,41,CA,Glendale,5.27,0
Jakubowski Inc,home,Systems analyst,77,CA,Grenada,7.08,0
"Nitzsche, Kessler and Wol",shopping_pos,Location manager,33,UT,Moab,3.65,0
Mante Group,misc_net,Research scientist (maths),95,NE,Howells,4.25,0
Gutmann-Upton,misc_pos,Production manager,66,ID,Spirit Lake,6.19,0
Brown-Greenholt,entertainment,Tourist information centre manager,48,MO,Meadville,75.51,0
"Prosacco, Kreiger and Kovacek",home,Podiatrist,51,CA,Lakeport,10.73,0
Bode-Rempel,kids_pets,Tax inspector,35,MO,Rocky Mount,1.31,0
Ernser-Feest,home,Osteopath,39,WA,Issaquah,16.43,0
Champlin-Caspe,home,"Surveyor, minerals",83,NE,Campbell,12.34,0
Weber and Sons,food_dining,"Pharmacist, hospital",63,CA,San Diego,8.56,0
Crona and Sons,kids_pets,"Pilot, airline",35,WY,Laramie,91.17,0
Brown Inc,kids_pets,Mental health nurse,45,CO,Dumont,51.0,0
Dare-Marvin,entertainment,Immigration officer,36,CA,Fiddletown,71.08,0
Jakubowski Inc,home,"Engineer, agricultural",43,MO,Kissee Mills,75.06,0
Daugherty-Thompson,food_dining,Magazine features editor,44,CA,Sacramento,22.13,0
"Lockman, West and Runte",grocery_pos,"Engineer, production",30,MO,Independence,227.5,0
"Becker, Harris and Harvey",personal_care,Associate Professor,56,NE,Brainard,105.16,0
"Ruecker, Beer and Collie",shopping_net,Osteopath,39,WA,Issaquah,3.15,0
"Hermiston, Pacocha and Smith",health_fitness,Musician,41,WA,Burbank,58.46,0
Volkman-Predovic,shopping_net,Educational psychologist,42,WY,Manville,3.04,0
Breitenberg-Hermiston,kids_pets,Cytogeneticist,69,MO,Browning,4.66,0
Kiehn-Emmerich,grocery_pos,Musician,41,WA,Burbank,217.55,0
"Heathcote, Yost and Kertzmann",shopping_net,Clothing/textile technologist,24,WA,Tekoa,62.76,0
Rau and Sons,grocery_pos,Futures trader,30,UT,American Fork,221.66,0
"Lakin, Ferry and Beatty",food_dining,Freight forwarder,47,WY,Fort Washakie,66.43,0
"Medhurst, Cartwright and Ebert",personal_care,Insurance broker,41,NE,Sutherland,8.23,0
Deckow-Dare,food_dining,Product designer,88,NE,Westerville,22.99,0
Paucek-Wiz,grocery_net,"Nurse, children's",43,NE,North Loup,82.11,0
Goyette Inc,shopping_net,Educational psychologist,42,WY,Manville,2.14,0
"Schneider, Hayes and Nikolaus",food_dining,"Therapist, art",35,NM,Moriarty,59.77,0
Miller-Hauck,grocery_pos,"Nurse, mental health",75,NE,Roseland,108.71,0
Reilly LLC,home,Geoscientist,26,CA,San Jose,33.64,0
"Robel, Cummerata and Prosacco",gas_transport,Educational psychologist,42,WY,Manville,76.15,0
Doyle Lt,grocery_pos,Tourist information centre manager,48,MO,Meadville,99.35,0
Ankunding LLC,shopping_net,Osteopath,39,WA,Issaquah,2.56,0
Brown-Greenholt,entertainment,Health physicist,52,CA,Newhall,96.94,0
Nolan-Williamson,kids_pets,Web designer,40,CA,Smith River,42.41,0
Deckow-O'Conne,grocery_pos,"Therapist, occupational",72,CA,Carlotta,127.94,0
Kuvalis Lt,gas_transport,Building surveyor,88,AZ,Paradise Valley,73.72,0
Leannon-Nikolaus,travel,Educational psychologist,42,WY,Manville,2.68,0
Vandervort-Funk,grocery_pos,Aeronautical engineer,44,MO,Matthews,120.62,0
Champlin-Caspe,home,Information systems manager,37,WY,Fort Washakie,72.5,0
McGlynn-Jaskolski,misc_pos,"Designer, exhibition/display",51,CA,Sun City,27.22,0
Deckow-O'Conne,grocery_pos,Water engineer,48,CO,Littleton,203.59,0
White and Sons,home,Historic buildings inspector/conservation officer,51,NM,Espanola,94.68,0
Herzog Lt,misc_pos,Water engineer,48,CO,Littleton,70.62,0
Barton LLC,kids_pets,Television/film/video producer,66,NE,Nelson,47.97,0
Jerde-Hermann,travel,Agricultural consultant,73,MO,Blairstown,6.99,0
Jaskolski-Vandervort,misc_net,Chartered public finance accountant,64,CA,San Diego,65.59,0
Gaylord-Powlowski,home,Location manager,33,UT,Moab,46.24,0
"Zemlak, Tillman and Cremin",personal_care,"Investment banker, corporate",73,MO,Unionville,68.84,0
Zemlak Group,misc_net,Architect,70,MO,Mound City,5.46,0
Heller-Langosh,gas_transport,Human resources officer,56,NE,Manley,72.3,0
"Crist, Jakubowski and Littel",home,Investment analyst,49,MO,Redford,8.43,0
"Nienow, Barrows and Romague",personal_care,Petroleum engineer,36,AZ,Superior,88.09,0
Abbott-Rogahn,entertainment,Production manager,38,MO,Wheaton,286.68,0
Jewess LLC,shopping_pos,Dealer,47,OR,Athena,141.82,0
Sporer Inc,gas_transport,"Geologist, engineering",66,AZ,Parks,94.92,0
"Langworth, Boehm and Gulgowski",shopping_net,Colour technologist,36,OR,Bay City,3.3,0
Kling Inc,gas_transport,Geoscientist,26,CA,San Jose,122.34,0
"Weber, Thiel and Hammes",kids_pets,Immigration officer,36,CA,Fiddletown,50.03,0
Kutch-Wilderman,home,Special educational needs teacher,45,WA,Orient,85.39,0
"Streich, Hansen and Veum",gas_transport,"Sales professional, IT",33,UT,Altonah,76.71,0
Hamill-Daugherty,misc_net,Advertising account planner,41,CA,Glendale,7.65,0
"Kilback, Nitzsche and Leffle",travel,Geoscientist,26,CA,San Jose,8.25,0
Botsford PLC,home,Science writer,68,CA,San Jose,19.85,0
Ernser-Feest,home,Educational psychologist,42,WY,Manville,33.11,0
Kuhn Group,food_dining,Early years teacher,50,CA,Helm,47.64,0
Effertz LLC,entertainment,Chiropodist,56,NE,Sprague,9.94,0
Berge-Ullrich,home,Armed forces training and education officer,64,CA,Port Costa,8.27,0
Bernier and Sons,kids_pets,Barrister,87,OR,Cascade Locks,42.44,0
Towne LLC,misc_pos,Counselling psychologist,23,AZ,Phoenix,2.33,0
Bogisich-Weimann,kids_pets,Television/film/video producer,66,NE,Nelson,70.29,0
Kuhic LLC,shopping_net,Community arts worker,54,CO,Iliff,6.42,0
Volkman PLC,food_dining,Production manager,38,MO,Wheaton,292.15,0
Bartoletti-Wunsch,gas_transport,"Surveyor, land/geomatics",28,NE,Omaha,53.95,0
"Streich, Dietrich and Barton",shopping_net,Private music teacher,53,MO,Brashear,1.27,0
"Heller, Gutmann and Zieme",grocery_pos,"Administrator, local government",50,WY,Alva,104.23,0
Schroeder Group,health_fitness,Futures trader,30,UT,American Fork,19.84,0
Jaskolski-Vandervort,misc_net,Barrister,87,OR,Cascade Locks,5.54,0
"Konopelski, Schneider and Hartmann",food_dining,Water engineer,48,CO,Littleton,30.56,0
Thiel Lt,travel,Barista,49,CA,Oakland,165.38,0
Kunze Inc,grocery_pos,Tourist information centre manager,48,MO,Meadville,103.4,0
Kunde-Sanfo,misc_net,"Surveyor, minerals",83,NE,Campbell,1154.05,0
"Hagenes, Kohler and Hoppe",food_dining,Contractor,42,AZ,Phoenix,156.28,0
"Yost, Schamberger and Windle",kids_pets,Human resources officer,56,NE,Manley,16.26,0
VonRueden Group,grocery_net,Health physicist,52,CA,Newhall,78.48,0
"Quitzon, Green and Bashirian",shopping_pos,"Engineer, agricultural",43,MO,Kissee Mills,118.68,0
"Hoppe, Harris and Bedn",entertainment,Public house manager,49,WA,Burlington,37.25,0
"Romaguera, Wehner and Tromp",kids_pets,Historic buildings inspector/conservation officer,51,NM,Espanola,35.32,0
Kuhic LLC,shopping_net,Telecommunications researcher,73,NE,Holstein,4.81,0
Spencer PLC,entertainment,Water engineer,48,CO,Littleton,315.91,0
Wilkinson Lt,entertainment,Telecommunications researcher,73,NE,Holstein,75.91,0
Fisher-Schowalte,shopping_net,"Engineer, automotive",49,NE,Hooper,6.16,0
"Windler, Goodwin and Kovacek",home,"Engineer, automotive",49,NE,Hooper,30.3,0
Rutherford-Mertz,grocery_pos,"Engineer, communications",22,MO,Ballwin,49.58,0
"Moen, Reinger and Murphy",grocery_pos,"Surveyor, minerals",83,NE,Campbell,119.13,0
Collier Inc,grocery_net,Counselling psychologist,23,AZ,Phoenix,38.88,0
Streich Lt,home,Research scientist (physical sciences),42,WY,Lonetree,86.89,0
"Reilly, Heaney and Cole",gas_transport,Production manager,38,MO,Wheaton,57.78,0
Howe PLC,entertainment,Magazine features editor,44,CA,Sacramento,7.02,0
Kutch Group,grocery_net,Tourist information centre manager,48,MO,Meadville,50.35,0
"Schroeder, Wolff and Hermiston",travel,Chief Marketing Officer,80,WA,Colton,1.71,0
Bartoletti and Sons,personal_care,"Administrator, education",84,AK,Wales,2.85,0
Bode-Schuste,kids_pets,Airline pilot,38,CA,Napa,22.89,0
Bins-Tillman,entertainment,Osteopath,39,WA,Issaquah,41.86,0
Zboncak Lt,food_dining,Contractor,42,AZ,Phoenix,102.25,0
Rolfson-Kunde,personal_care,Airline pilot,38,CA,Napa,353.39,0
Altenwerth-Kilback,home,Special educational needs teacher,45,WA,Orient,31.89,0
"Lubowitz, Terry and Stracke",personal_care,Intelligence analyst,52,ID,Meridian,24.69,0
"McCullough, Hudson and Schuste",food_dining,"Sales professional, IT",33,UT,Altonah,19.2,0
Stamm-Witting,shopping_net,"Therapist, art",35,NM,Moriarty,9.27,0
Koss and Sons,gas_transport,Historic buildings inspector/conservation officer,51,NM,Espanola,76.38,0
Gislason Group,misc_pos,Immigration officer,36,CA,Fiddletown,32.77,0
Leannon-W,food_dining,Museum/gallery exhibitions officer,31,CO,Colorado Springs,49.77,0
Ziemann-Waters,health_fitness,"Buyer, industrial",32,CA,Daly City,41.03,0
Gleason-Macejkovic,shopping_net,Agricultural consultant,73,MO,Blairstown,5.41,0
"Tillman, Dickinson and Labadie",gas_transport,Land/geomatics surveyor,51,MO,Utica,48.15,0
"Cormier, Stracke and Thiel",entertainment,"Therapist, art",35,NM,Moriarty,57.3,0
Spencer PLC,entertainment,Freight forwarder,47,WY,Fort Washakie,67.24,0
Schmitt Inc,gas_transport,Advertising account planner,41,CA,Glendale,69.17,0
Conroy-Cruickshank,gas_transport,Architect,70,MO,Mound City,71.44,0
"Terry, Johns and Bins",misc_pos,Electronics engineer,34,MO,Centerview,1.41,0
"Yost, Block and Koepp",misc_pos,Location manager,33,UT,Moab,4.66,0
Hilpert-Conroy,kids_pets,Production manager,38,MO,Wheaton,41.1,0
Friesen-D'Amore,gas_transport,"Research officer, political party",39,WA,Conway,48.28,0
"Durgan, Gislason and Spence",home,"Sales professional, IT",33,UT,Altonah,1.01,0
Kihn-Fritsch,food_dining,"Journalist, newspaper",64,CA,Los Angeles,80.81,0
Schmitt Inc,gas_transport,Public relations account executive,59,NM,Lamy,68.48,0
"Wiza, Schaden and Stark",misc_pos,Public house manager,49,WA,Burlington,69.36,0
Schroeder Group,health_fitness,Special educational needs teacher,45,WA,Orient,266.56,0
Barton Inc,grocery_pos,Dealer,47,OR,Athena,93.38,0
Jewess LLC,shopping_pos,Podiatrist,51,CA,Lakeport,7.42,0
"Hoppe, Harris and Bedn",entertainment,Retail merchandiser,95,OR,Sixes,34.37,0
Stoltenberg-Beatty,shopping_pos,Special educational needs teacher,45,WA,Orient,3.58,0
Hammes-Beatty,kids_pets,Magazine features editor,44,CA,Sacramento,11.46,0
"Nienow, Barrows and Romague",personal_care,Occupational psychologist,69,CA,Tomales,39.41,0
"Bins, Balistreri and Beatty",shopping_pos,Land/geomatics surveyor,38,MO,Arnold,2.02,0
Koepp-Witting,grocery_pos,Advertising account planner,41,CA,Glendale,40.23,0
McGlynn-Jaskolski,misc_pos,Tax inspector,35,MO,Rocky Mount,1.35,0
Mohr-Baye,shopping_net,Public house manager,49,WA,Burlington,7.85,0
"Bins, Balistreri and Beatty",shopping_pos,Planning and development surveyor,41,OR,Lake Oswego,1.08,0
"Witting, Beer and Ernse",home,Product designer,88,NE,Westerville,68.9,0
Cummings LLC,gas_transport,Barrister,87,OR,Cascade Locks,46.26,0
"Haley, Batz and Aue",health_fitness,Geoscientist,61,UT,Hatch,4.84,0
Lynch-Wisozk,home,Barrister,87,OR,Cascade Locks,124.23,0
"Crist, Jakubowski and Littel",home,Cytogeneticist,69,MO,Browning,9.81,0
"Pouros, Walker and Spence",kids_pets,Occupational psychologist,69,CA,Tomales,75.62,0
Abshire PLC,entertainment,Music therapist,39,WY,Rock Springs,39.96,0
Gislason Group,misc_pos,Immigration officer,36,CA,Fiddletown,31.27,0
Beer-Jast,kids_pets,Telecommunications researcher,73,NE,Holstein,37.01,0
"Stokes, Christiansen and Sipes",grocery_net,Historic buildings inspector/conservation officer,51,NM,Espanola,33.77,0
"Mante, Luettgen and Hackett",health_fitness,Historic buildings inspector/conservation officer,51,NM,Espanola,51.22,0
Towne LLC,misc_pos,Chemical engineer,60,CA,Palmdale,1.1,0
"Haley, Jewess and Bechtel",shopping_pos,Wellsite geologist,57,CA,Corona,7.08,0
"Turcotte, McKenzie and Koss",entertainment,Firefighter,50,CA,Norwalk,182.46,0
Abbott-Rogahn,entertainment,Insurance broker,41,NE,Sutherland,15.52,0
Bartoletti and Sons,personal_care,"Research officer, political party",39,WA,Conway,125.82,0
"Witting, Beer and Ernse",home,Water engineer,48,CO,Littleton,83.67,0
"Connelly, Reichert and Fritsch",gas_transport,"Sales professional, IT",33,UT,Altonah,68.03,0
Thompson-Gleason,health_fitness,Human resources officer,56,NE,Manley,201.23,0
Mraz-Herzog,gas_transport,"Pharmacist, hospital",63,CA,San Diego,48.44,0
"Gottlieb, Considine and Schultz",shopping_net,Educational psychologist,42,WY,Manville,8.81,0
Pfeffer and Sons,shopping_pos,Airline pilot,38,CA,Napa,5.76,0
Heidenreich PLC,grocery_pos,"Sales professional, IT",33,UT,Altonah,126.06,0
Kulas Group,health_fitness,"Therapist, art",35,NM,Moriarty,10.45,0
Boyer-Reichert,shopping_net,Intelligence analyst,52,ID,Meridian,27.77,0
Kiehn-Emmerich,grocery_pos,Water engineer,48,CO,Littleton,177.31,0
Nader-Helle,misc_net,"Administrator, local government",50,WY,Alva,76.58,0
Block Group,misc_pos,Public relations account executive,84,CO,Meredith,15.38,0
Predovic Inc,shopping_net,Geoscientist,26,CA,San Jose,135.58,0
Schimmel-Olson,kids_pets,Science writer,68,CA,San Jose,93.23,0
"Yost, Schamberger and Windle",kids_pets,"Surveyor, minerals",36,UT,Thompson,5.88,0
Harris Group,food_dining,Electronics engineer,34,MO,Centerview,33.8,0
Kozey-McDermott,travel,"Pharmacist, hospital",63,CA,San Diego,2.05,0
Kuhic Inc,grocery_pos,Petroleum engineer,36,AZ,Superior,208.81,0
"Turner, Ziemann and Lehne",food_dining,"Education officer, museum",56,WY,Freedom,72.48,0
Dooley Inc,shopping_pos,Forensic psychologist,62,OR,Westfir,2.26,0
Heller-Abshire,grocery_net,Water engineer,48,CO,Littleton,29.76,0
Koepp-Witting,grocery_pos,Video editor,67,WA,Ashford,100.58,0
Emmerich-R,personal_care,Video editor,67,WA,Ashford,119.43,0
Howe Lt,misc_pos,Educational psychologist,42,WY,Manville,8.47,0
Pfeffer and Sons,shopping_pos,Health physicist,52,CA,Newhall,31.18,0
Gerlach Inc,shopping_net,Podiatrist,51,CA,Lakeport,305.28,0
Spencer PLC,entertainment,Museum education officer,81,OR,Kent,24.76,0
Ruecker-Mayert,kids_pets,Clothing/textile technologist,24,WA,Tekoa,145.6,0
"Mante, Luettgen and Hackett",health_fitness,Television floor manager,66,MO,Cardwell,19.94,0
Reilly LLC,home,"Surveyor, land/geomatics",35,NM,Red River,21.39,0
"Kohler, Lindgren and Koelpin",grocery_net,Museum/gallery exhibitions officer,31,CO,Colorado Springs,45.51,0
"Runolfsdottir, Mueller and Han",entertainment,Physiotherapist,56,HI,Honokaa,695.35,0
"Bahringer, Osinski and Block",food_dining,Land/geomatics surveyor,38,MO,Arnold,28.87,0
Zboncak LLC,food_dining,"Buyer, industrial",32,CA,Daly City,5.12,0
Bartoletti and Sons,personal_care,Airline pilot,38,CA,Napa,92.44,0
